EXAM-WC;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.875;0.25;1.0;0.25;0.25;0.25;0.25
EXAM-AVG;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.5;0.25;0.625;0.25;0.25;0.1875;0.25

OCL14;TrgStrongReference.allInstances()->forAll(r | SrcClass.allInstances()->exists(c | r.type.name = c.name))
;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula
WeakReferences;-0.0273972602739726;0.0;0.94;0.0;0.0;-0.027586206896551724;0.0;0.0;0.0;-0.029160592175990215;-0.020618556701030927;0.0;0.0;0.00851063829787234;0.0;0.8867924528301887;0.0;0.0
References;0.7899159663865546;0.6666666666666666;0.98;0.8333333333333333;0.6666666666666667;0.7932489451476793;1.0;0.6666666666666666;0.8164965809277261;0.8079466429027216;3.979381443298969;0.04;0.9212310621784393;0.0;0.8077730690890519;0.9607843137254902;8.0;0.979591836734694
Attributes;-0.05863192182410423;0.0;0.87;0.0;0.0;-0.059850374064837904;0.0;0.0;0.0;-0.06419407387663693;-0.09278350515463918;0.0;0.0;0.02434077079107505;0.0;0.7699115044247787;0.0;0.0
Class;0.18513689700130379;0.13793103448275862;0.75;0.5689655172413793;0.13793103448275867;0.2325010233319689;0.08;0.13793103448275862;0.3713906763541037;0.3193923828973909;3.7422680412371134;0.04;0.4547710747914146;0.0;0.3193564673962939;0.6;0.64;0.793388429752066
Package;0.0;0.04;0.04;0.52;0.040000000000000036;0.0;0.020833333333333332;0.04;0.2;0.0;3.0103092783505154;0.04;0.04;0.0;0.0;0.02040816326530612;0.16666666666666666;0.5
NamedElement;0.0;0.04;0.04;0.52;0.040000000000000036;0.0;0.020833333333333332;0.04;0.2;0.0;3.0103092783505154;0.04;0.04;0.0;0.0;0.02040816326530612;0.16666666666666666;0.5
Property;0.43609022556390975;0.3076923076923077;0.91;0.6538461538461539;0.3076923076923077;0.4594059405940594;0.2222222222222222;0.3076923076923077;0.5547001962252291;0.5280588545286915;3.9072164948453607;0.04;0.7156825533206779;0.0;0.5279787384804566;0.8348623853211009;1.7777777777777777;0.9142857142857143
StrongReferences;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0;0.04;1.0;0.0;0.9997396511325175;1.0;1.0;1.0
EXAM-BC;0.25;0.25;0.25;0.25;0.25;0.25;0.125;0.25;0.25;0.25;0.25;0.125;0.25;0.375;0.25;0.25;0.125;0.25
EXAM-WC;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.75;0.25;1.0;0.25;0.25;0.125;0.25
EXAM-AVG;0.25;0.25;0.25;0.25;0.25;0.25;0.1875;0.25;0.25;0.25;0.25;0.4375;0.25;0.6875;0.25;0.25;0.125;0.25


Summary of the quality of the different techniques according to the EXAM metric

BEST CASE;Cohen-BC;Braun-Banquet-BC;Simple Matching-BC;Kulcynski2-BC;Barinel-BC;Arithmetic Mean-BC;Mountford-BC;Zoltar-BC;Ochiai-BC;Phi-BC;Op2-BC;Russel Rao-BC;Baroni-Urbani & Buser-BC;Pierce-BC;Ochiai2-BC;Rogers & Tanimoto-BC;DStar-BC;Tarantula-BC
OCL13;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.125;0.25;0.25;0.25;0.25;0.125;0.25
OCL14;0.25;0.25;0.25;0.25;0.25;0.25;0.125;0.25;0.25;0.25;0.25;0.125;0.25;0.375;0.25;0.25;0.125;0.25

WORST CASE;Cohen-WC;Braun-Banquet-WC;Simple Matching-WC;Kulcynski2-WC;Barinel-WC;Arithmetic Mean-WC;Mountford-WC;Zoltar-WC;Ochiai-WC;Phi-WC;Op2-WC;Russel Rao-WC;Baroni-Urbani & Buser-WC;Pierce-WC;Ochiai2-WC;Rogers & Tanimoto-WC;DStar-WC;Tarantula-WC
OCL13;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.875;0.25;1.0;0.25;0.25;0.25;0.25
OCL14;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.75;0.25;1.0;0.25;0.25;0.125;0.25

AVG CASE;Cohen-AVG;Braun-Banquet-AVG;Simple Matching-AVG;Kulcynski2-AVG;Barinel-AVG;Arithmetic Mean-AVG;Mountford-AVG;Zoltar-AVG;Ochiai-AVG;Phi-AVG;Op2-AVG;Russel Rao-AVG;Baroni-Urbani & Buser-AVG;Pierce-AVG;Ochiai2-AVG;Rogers & Tanimoto-AVG;DStar-AVG;Tarantula-AVG
OCL13;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.25;0.5;0.25;0.625;0.25;0.25;0.1875;0.25
OCL14;0.25;0.25;0.25;0.25;0.25;0.25;0.1875;0.25;0.25;0.25;0.25;0.4375;0.25;0.6875;0.25;0.25;0.125;0.25
